date,y_obs,y_sim
1981-03-27,0.7826047,1.1592727
1981-03-28,0.7678385,1.0865716
1981-03-29,0.7235402,0.95540214
1981-03-30,0.7383062,0.8638042
1981-03-31,0.8269031,1.3982339
1981-04-01,0.7973708,0.92660105
1981-04-02,1.5061449,2.1078298
1981-04-03,1.2551209,1.09045
1981-04-04,1.0483949,0.9701211
1981-04-05,0.9745644,0.90209526
1981-04-06,1.1960562,1.7276492
1981-04-07,1.0926932,1.1895479
1981-04-08,0.93026596,1.059254
1981-04-09,0.88596755,0.9570651
1981-04-10,1.0040965,1.5353506
1981-04-11,1.0040965,0.98424923
1981-04-12,1.0188627,1.2640636
1981-04-13,1.0926932,1.5150379
1981-04-14,1.2403545,1.5941045
1981-04-15,1.9048302,2.611024
1981-04-16,1.4618465,1.4550914
1981-04-17,1.2994189,1.5970281
1981-04-18,1.3141854,1.4986039
1981-04-19,1.2108225,1.1526624
1981-04-20,1.1074594,1.1498516
1981-04-21,1.0336288,1.3157104
1981-04-22,1.0188627,1.2510598
1981-04-23,1.0631611,1.8005974
1981-04-24,2.0229592,2.5322566
1981-04-25,1.7424029,1.8352473
1981-04-26,1.402782,1.3899959
1981-04-27,1.2551209,1.2242993
1981-04-28,1.2255884,1.1730655
1981-04-29,1.8162335,2.2296221
1981-04-30,3.0122895,2.4772768
1981-05-01,2.36258,1.402941
1981-05-02,2.2739837,2.2840037
1981-05-03,2.2739837,1.380372
1981-05-04,1.875298,1.2805536
1981-05-05,1.6685722,1.1743836
1981-05-06,1.535677,1.1652037
1981-05-07,1.4470804,1.1890646
1981-05-08,1.3141854,1.1907268
1981-05-09,1.1960562,1.155747
1981-05-10,1.1369917,1.0693195
1981-05-11,2.5397737,2.0624518
1981-05-12,22.887493,7.387654
1981-05-13,15.504435,3.88668
1981-05-14,7.294466,1.645481
1981-05-15,5.0795474,1.5577832
1981-05-16,8.150902,6.8543115
1981-05-17,7.3387647,1.7892216
1981-05-18,4.8875875,1.7513977
1981-05-19,3.8391926,1.6791991
1981-05-20,3.2928462,1.6069046
1981-05-21,2.805564,1.5568892
1981-05-22,2.465943,1.4750508
1981-05-23,2.1558545,1.3962712
1981-05-24,1.9195964,1.3362864
1981-05-25,1.7276367,1.19631
1981-05-26,1.5799756,1.1183313
1981-05-27,1.4913785,1.0631653
1981-05-28,1.3732498,1.0099283
1981-05-29,1.3584836,1.3786224
1981-05-30,1.402782,1.2895901
1981-05-31,1.3141854,0.918702
1981-06-01,1.1369917,0.9641798
1981-06-02,1.3437175,2.1185834
1981-06-03,1.6242738,1.7137815
1981-06-04,1.7867012,1.9722232
1981-06-05,1.875298,1.7522697
1981-06-06,1.3584836,1.0441725
1981-06-07,1.1222255,1.0075985
1981-06-08,0.95979816,1.0468289
1981-06-09,0.95979816,1.4448795
1981-06-10,0.945032,1.3158576
1981-06-11,0.88596755,0.95228297
1981-06-12,0.7826047,0.89868855
1981-06-13,0.7235402,0.8497468
1981-06-14,0.90073365,1.834499
1981-06-15,1.1222255,1.6399051
1981-06-16,0.88596755,0.96126395
1981-06-17,0.75307244,0.849682
1981-06-18,0.66447574,0.8535263
1981-06-19,0.6054112,0.8040091
1981-06-20,0.575879,0.76508534
1981-06-21,0.6054112,1.2040834
1981-06-22,0.7383062,1.4456763
1981-06-23,0.9893305,1.3629625
1981-06-24,0.69400793,0.8473794
1981-06-25,0.6349434,0.7858726
1981-06-26,0.66447574,1.3421844
1981-06-27,0.6054112,0.84239906
1981-06-28,0.53158057,0.79351854
1981-06-29,0.5168144,0.7568061
1981-06-30,0.472516,0.7129763
1981-07-01,0.472516,0.68433857
1981-07-02,0.91549987,2.0556934
1981-07-03,0.75307244,1.4034157
1981-07-04,0.70877403,1.2029637
1981-07-05,2.2001529,2.8524325
1981-07-06,1.7719351,0.98449534
1981-07-07,1.18129,0.92835265
1981-07-08,0.88596755,0.88741744
1981-07-09,0.75307244,0.8281463
1981-07-10,0.64970946,0.77372766
1981-07-11,0.62017727,0.760231
1981-07-12,0.590645,0.7055152
1981-07-13,0.53158057,0.6596642
1981-07-14,0.472516,0.63108134
1981-07-15,0.41345155,0.6526818
1981-07-16,0.3986854,0.6456203
1981-07-17,0.35438702,0.60185117
1981-07-18,0.35438702,0.56902146
1981-07-19,0.3396209,0.53823006
1981-07-20,0.53158057,0.7744496
1981-07-21,1.0188627,2.0435624
1981-07-22,0.9893305,1.3628224
1981-07-23,0.62017727,0.79783744
1981-07-24,0.50204825,0.7717518
1981-07-25,0.44298378,0.7278337
1981-07-26,0.41345155,0.69855195
1981-07-27,0.41345155,1.2222891
1981-07-28,0.3691531,0.7208234
1981-07-29,0.35438702,0.9520788
1981-07-30,0.32485473,0.7091621
1981-07-31,0.3100886,0.68591464
1981-08-01,0.2953225,0.65291214
1981-08-02,0.28055638,0.61925507
1981-08-03,0.26579025,0.5988994
1981-08-04,0.26579025,0.56661797
1981-08-05,0.25102413,0.61578715
1981-08-06,0.236258,0.53751785
1981-08-07,0.236258,0.5399843
1981-08-08,0.25102413,0.7916559
1981-08-09,0.3100886,1.0696863
1981-08-10,0.26579025,0.5778646
1981-08-11,0.236258,0.5524785
1981-08-12,0.28055638,0.86083174
1981-08-13,0.25102413,0.58504796
1981-08-14,0.22149189,0.5543935
1981-08-15,0.22149189,0.52003026
1981-08-16,0.22149189,0.68431354
1981-08-17,0.20672578,0.5720355
1981-08-18,0.17719351,0.5883037
1981-08-19,0.17719351,0.5580639
1981-08-20,0.17719351,0.5423321
1981-08-21,0.16242737,0.53118485
1981-08-22,0.16242737,0.49100658
1981-08-23,0.16242737,0.51365554
1981-08-24,0.16242737,0.47779337
1981-08-25,0.16242737,0.47099432
1981-08-26,0.14618465,0.4473174
1981-08-27,0.14027819,0.4425518
1981-08-28,0.13584836,0.41045868
1981-08-29,0.13584836,0.41697183
1981-08-30,0.1417548,0.41455072
1981-08-31,0.16242737,0.5777742
1981-09-01,0.14766125,0.4177413
1981-09-02,0.14766125,0.50697327
1981-09-03,0.17719351,0.42574483
1981-09-04,0.16242737,0.43804774
1981-09-05,0.16242737,0.43945083
1981-09-06,0.14766125,0.4087974
1981-09-07,0.14618465,0.39933565
1981-09-08,0.14766125,0.39989907
1981-09-09,0.20672578,1.2899195
1981-09-10,0.22149189,0.6412538
1981-09-11,0.17719351,0.5934518
1981-09-12,0.16242737,0.525178
1981-09-13,0.14323144,0.5270017
1981-09-14,0.13880159,0.49620873
1981-09-15,0.14323144,0.6121901
1981-09-16,0.20672578,1.2390255
1981-09-17,0.28055638,0.96298367
1981-09-18,0.25102413,0.9904968
1981-09-19,0.22149189,0.74367034
1981-09-20,0.20672578,0.7060084
1981-09-21,0.1919596,0.7287507
1981-09-22,0.17719351,0.68174016
1981-09-23,0.17719351,0.915265
1981-09-24,0.16242737,0.7409637
1981-09-25,0.17719351,0.7085467
1981-09-26,0.1919596,0.65562207
1981-09-27,0.22149189,0.6212935
1981-09-28,0.25102413,0.8851629
1981-09-29,0.22149189,0.7364418
1981-09-30,0.1919596,0.73468566
1981-10-01,0.472516,1.0233569
1981-10-02,0.50204825,1.9999434
1981-10-03,0.41345155,1.0100092
1981-10-04,0.28055638,0.964637
1981-10-05,0.22149189,0.86851203
1981-10-06,0.20672578,0.8159718
1981-10-07,0.20672578,1.3041735
1981-10-08,0.1919596,0.949641
1981-10-09,0.17719351,0.95126474
1981-10-10,0.17719351,0.9664033
1981-10-11,0.16242737,0.945314
1981-10-12,0.16242737,0.9317252
1981-10-13,0.17719351,0.9276292
1981-10-14,0.14766125,0.8845576
1981-10-15,0.1417548,0.85169125
1981-10-16,0.14027819,0.812016
1981-10-17,0.13141853,0.8128745
1981-10-18,0.14027819,0.83540887
1981-10-19,0.17719351,1.3944151
1981-10-20,0.1919596,0.9800435
1981-10-21,0.16242737,0.8939931
1981-10-22,0.16242737,0.81543744
1981-10-23,0.17719351,0.79150033
1981-10-24,0.41345155,1.8290946
1981-10-25,0.38391924,1.1248312
1981-10-26,0.35438702,2.1681852
1981-10-27,0.472516,1.4932646
1981-10-28,0.6792418,2.6239378
1981-10-29,0.590645,1.3876431
1981-10-30,0.42821765,1.4253204
1981-10-31,0.32485473,1.3470817
1981-11-01,0.28055638,1.2543844
1981-11-02,0.25102413,1.1855502
1981-11-03,0.22149189,1.1219044
1981-11-04,0.20672578,1.1574526
1981-11-05,0.20672578,1.090796
1981-11-06,0.25102413,1.9696573
1981-11-07,0.3100886,1.2580471
1981-11-08,0.2953225,1.2865222
1981-11-09,0.26579025,1.2076262
1981-11-10,0.25102413,1.2392215
1981-11-11,0.22149189,1.2275792
1981-11-12,0.20672578,1.1801286
1981-11-13,0.20672578,1.2368091
1981-11-14,0.20672578,1.1490396
1981-11-15,0.22149189,1.4396741
1981-11-16,0.236258,1.516643
1981-11-17,0.26579025,1.3875346
1981-11-18,0.26579025,1.2839262
1981-11-19,0.25102413,1.0773549
1981-11-20,0.28055638,1.6906822
1981-11-21,0.44298378,2.1865392
1981-11-22,0.41345155,1.4302624
1981-11-23,0.3396209,1.4287423
1981-11-24,0.3100886,1.1316816
1981-11-25,0.2953225,1.0867063
1981-11-26,0.26579025,1.038588
1981-11-27,0.28055638,1.637764
1981-11-28,0.28055638,1.2395289
1981-11-29,0.28055638,1.2855324
1981-11-30,0.25102413,1.2602255
1981-12-01,0.26579025,0.826972
1981-12-02,1.0926932,3.6474166
1981-12-03,1.1074594,1.6531199
1981-12-04,0.7826047,1.5919678
1981-12-05,0.6349434,1.8472704
1981-12-06,0.5463466,1.3839643
1981-12-07,0.4872822,1.3774055
1981-12-08,0.472516,1.5382758
1981-12-09,0.4872822,1.8480595
1981-12-10,0.44298378,1.0090455
1981-12-11,0.3986854,1.011523
1981-12-12,0.3986854,1.3042388
1981-12-13,0.35438702,1.1375496
1981-12-14,0.3396209,0.95291424
1981-12-15,0.41345155,2.3099737
1981-12-16,0.472516,3.8600712
1981-12-17,0.6054112,1.3267651
1981-12-18,0.472516,1.484419
1981-12-19,0.44298378,0.86949635
1981-12-20,0.5168144,0.8002346
1981-12-21,0.62017727,0.77721995
1981-12-22,0.575879,1.0973665
1981-12-23,0.8269031,2.403924
1981-12-24,0.7235402,1.745756
1981-12-25,0.66447574,1.7374084
1981-12-26,0.6349434,1.0755547
1981-12-27,0.6054112,1.0954287
1981-12-28,0.56111276,1.7024943
1981-12-29,0.42821765,1.6768051
1981-12-30,0.575879,1.0674238
1981-12-31,0.945032,0.95101255
1982-01-01,0.9893305,1.8117987
1982-01-02,1.1369917,1.9233515
1982-01-03,7.264934,1.0246608
1982-01-04,5.6997247,4.4704623
1982-01-05,3.3814428,5.07837
1982-01-06,2.569306,1.7589498
1982-01-07,2.0524917,2.2868636
1982-01-08,1.6981044,1.5052044
1982-01-09,1.4470804,1.2321637
1982-01-10,2.4954753,0.9859561
1982-01-11,0.14766125,0.8265295
1982-01-12,1.3289515,0.8198255
1982-01-13,1.1517578,0.81549376
1982-01-14,1.0779272,1.3693507
1982-01-15,1.0188627,1.0896463
1982-01-16,0.945032,0.90036845
1982-01-17,0.90073365,0.823294
1982-01-18,0.91549987,0.75507456
1982-01-19,1.0779272,0.751526
1982-01-20,1.1074594,0.9605377
1982-01-21,1.0483949,1.2004511
1982-01-22,0.9745644,0.72226167
1982-01-23,1.0926932,0.9780175
1982-01-24,1.2255884,1.7634528
1982-01-25,1.0483949,0.79495925
1982-01-26,0.90073365,0.69258344
1982-01-27,0.87120146,0.7104901
1982-01-28,0.90073365,0.7771179
1982-01-29,0.84166914,0.9218779
1982-01-30,0.7973708,0.9009883
1982-01-31,0.8121369,1.6438053
1982-02-01,1.6095077,3.6026947
1982-02-02,2.0967898,1.1964291
1982-02-03,4.075451,4.1314797
1982-02-04,12.152521,4.0634146
1982-02-05,5.2567415,1.4102448
1982-02-06,3.6619997,1.4113771
1982-02-07,3.9425557,1.0955899
1982-02-08,3.1008863,1.1747
1982-02-09,1.9343625,2.0806584
1982-02-10,2.0967898,1.4854512
1982-02-11,2.8793943,0.97755754
1982-02-12,2.4068787,0.94992775
1982-02-13,1.3880159,1.0847623
1982-02-14,1.7128706,1.0749794
1982-02-15,1.2551209,1.2657284
1982-02-16,1.3289515,1.6845706
1982-02-17,1.8309999,1.6678299
1982-02-18,1.5061449,1.076825
1982-02-19,1.4175481,1.4799167
1982-02-20,1.3437175,2.3299391
1982-02-21,1.3437175,1.7609211
1982-02-22,1.3141854,2.0719573
1982-02-23,1.2551209,1.7325606
1982-02-24,1.3732498,1.6837779
1982-02-25,1.1960562,0.9732171
1982-02-26,1.0779272,0.8232785
1982-02-27,1.1517578,0.9342525
1982-02-28,1.0188627,1.0235361
1982-03-01,0.95979816,0.99789375
1982-03-02,0.9893305,1.2840339
1982-03-03,0.9893305,0.97639024
1982-03-04,0.8121369,0.75604314
1982-03-05,1.0040965,1.1703725
1982-03-06,1.0926932,1.277255
1982-03-07,1.1960562,1.3230557
1982-03-08,1.8605319,1.6678314
1982-03-09,1.3437175,0.7680269
1982-03-10,1.4175481,0.90713894
1982-03-11,1.3584836,1.232831
1982-03-12,2.1558545,1.8003839
1982-03-13,3.2190151,1.3438255
1982-03-14,3.8539588,1.6631203
1982-03-15,4.016386,1.3270594
1982-03-16,3.4700396,1.32551
1982-03-17,3.4552732,1.8691435
1982-03-18,3.4405074,1.8173829
1982-03-19,3.780128,1.3520749
1982-03-20,3.8391926,1.3671587
1982-03-21,3.721064,1.2728347
1982-03-22,3.514338,1.6098231
1982-03-23,3.0713537,1.3070508
1982-03-24,2.716967,1.277463
1982-03-25,2.465943,1.2087742
1982-03-26,2.5988379,1.7915273
1982-03-27,2.6283708,1.3864542
1982-03-28,2.1558545,0.8450674
1982-03-29,1.9343625,1.2306077
1982-03-30,1.8014673,1.2175643
1982-03-31,1.7719351,1.1413655
1982-04-01,2.4216447,2.0127335
1982-04-02,2.1263223,1.2637928
1982-04-03,2.5397737,1.3875332
1982-04-04,7.264934,3.4990337
1982-04-05,4.2821765,1.3024206
1982-04-06,3.617701,2.5561194
1982-04-07,3.2042494,2.0622966
1982-04-08,2.9089265,1.098822
1982-04-09,2.7464995,1.3779627
1982-04-10,2.716967,1.6532005
1982-04-11,3.1156523,1.581753
1982-04-12,3.1008863,1.5298893
1982-04-13,2.9532251,1.5177153
1982-04-14,2.805564,1.5747759
1982-04-15,2.4364107,1.3742245
1982-04-16,2.2001529,1.2253761
1982-04-17,2.0672576,1.1002392
1982-04-18,3.0713537,3.0771604
1982-04-19,2.465943,1.4259833
1982-04-20,1.978661,1.3011745
1982-04-21,1.757169,1.399016
1982-04-22,1.5947416,1.3490344
1982-04-23,1.432314,1.3167367
1982-04-24,1.3289515,1.1223873
1982-04-25,1.2403545,1.0660815
1982-04-26,1.8457656,0.9925336
1982-04-27,4.9614177,2.79541
1982-04-28,4.607032,3.089156
1982-04-29,3.721064,1.5065222
1982-04-30,2.9975233,1.3776044
1982-05-01,2.657903,1.2977732
1982-05-02,2.4364107,1.23398
1982-05-03,2.2001529,1.2049136
1982-05-04,2.0229592,1.1744887
1982-05-05,1.8457656,1.1466944
1982-05-06,1.7276367,1.0878763
1982-05-07,1.6538062,1.0210544
1982-05-08,1.5504432,1.014434
1982-05-09,1.4913785,0.9911984
1982-05-10,1.402782,0.9645325
1982-05-11,1.2698869,0.939041
1982-05-12,1.18129,0.8989343
1982-05-13,1.1665239,1.012287
1982-05-14,1.1074594,0.8268447
1982-05-15,1.0336288,0.82841235
1982-05-16,0.9745644,0.7855108
1982-05-17,0.90073365,0.7489132
1982-05-18,0.87120146,0.7122991
1982-05-19,0.8121369,0.7002499
1982-05-20,0.8121369,0.9362027
1982-05-21,0.7826047,0.7164114
1982-05-22,0.7678385,0.6950596
1982-05-23,0.90073365,1.1657497
1982-05-24,1.18129,1.5699567
1982-05-25,1.1517578,1.2914776
1982-05-26,0.945032,0.8214598
1982-05-27,0.7973708,0.76851636
1982-05-28,0.75307244,0.7328922
1982-05-29,3.6767654,3.2988505
1982-05-30,2.7907977,1.1994125
1982-05-31,1.9638948,1.494112
1982-06-01,1.757169,1.2534474
1982-06-02,2.569306,1.849375
1982-06-03,2.111556,1.0556862
1982-06-04,2.2001529,1.6829634
1982-06-05,1.7424029,1.0517906
1982-06-06,1.8457656,1.8539039
1982-06-07,2.0377254,2.0031848
1982-06-08,1.8014673,1.1380672
1982-06-09,1.5061449,1.0660461
1982-06-10,1.3141854,1.0061151
1982-06-11,1.1960562,1.2838408
1982-06-12,1.1222255,1.0429789
1982-06-13,1.535677,2.163017
1982-06-14,3.7948942,3.94423
1982-06-15,2.3921125,1.3549207
1982-06-16,1.7719351,1.1963905
1982-06-17,1.9195964,3.2153068
1982-06-18,1.7276367,1.2432623
1982-06-19,1.4175481,1.1768763
1982-06-20,1.2994189,1.148122
1982-06-21,1.1517578,1.7678648
1982-06-22,1.0631611,1.1207756
1982-06-23,1.8014673,2.7754025
1982-06-24,1.4618465,1.2359393
1982-06-25,1.1369917,1.1767719
1982-06-26,0.9893305,1.0784998
1982-06-27,0.95979816,1.523669
1982-06-28,0.9745644,1.1833584
1982-06-29,1.2698869,0.92178035
1982-06-30,9.243594,3.9568815
1982-07-01,3.647233,1.191883
1982-07-02,2.36258,1.1925191
1982-07-03,1.9343625,1.1095995
1982-07-04,1.9491287,1.7239664
1982-07-05,1.5947416,1.0839025
1982-07-06,1.3584836,1.0075438
1982-07-07,1.2255884,0.94677335
1982-07-08,1.1222255,0.8854451
1982-07-09,1.0188627,0.840973
1982-07-10,0.90073365,0.81259274
1982-07-11,0.8564353,0.77378213
1982-07-12,0.93026596,1.7070811
1982-07-13,0.93026596,1.0235701
1982-07-14,0.7973708,0.77933496
1982-07-15,0.7235402,0.7461615
1982-07-16,0.69400793,0.69692653
1982-07-17,0.6349434,0.6481584
1982-07-18,0.6054112,0.6033219
1982-07-19,0.66447574,0.5690166
1982-07-20,1.3584836,1.3662595
1982-07-21,1.890064,1.9179113
1982-07-22,1.0483949,0.812149
1982-07-23,0.8269031,0.7734909
1982-07-24,0.7383062,0.7473961
1982-07-25,0.64970946,0.71634656
1982-07-26,0.590645,0.664181
1982-07-27,0.5463466,0.6478828
1982-07-28,0.575879,1.1055284
1982-07-29,0.6349434,1.2641337
1982-07-30,0.5463466,0.7219274
1982-07-31,0.5168144,0.68663186
1982-08-01,0.5168144,1.0437117
1982-08-02,0.472516,0.6767141
1982-08-03,0.44298378,0.6506867
1982-08-04,0.42821765,0.63407177
1982-08-05,0.41345155,0.7199534
1982-08-06,0.38391924,0.5743437
1982-08-07,0.35438702,0.587028
1982-08-08,0.35438702,0.5585731
1982-08-09,0.7973708,2.0639393
1982-08-10,0.88596755,1.3492477
1982-08-11,0.590645,0.846623
1982-08-12,0.50204825,0.8367869
1982-08-13,0.44298378,0.75949484
1982-08-14,0.38391924,0.7418802
1982-08-15,0.3691531,0.709275
1982-08-16,0.3396209,0.6683589
1982-08-17,0.32485473,0.6345969
1982-08-18,0.35438702,0.77761924
1982-08-19,0.32485473,0.65019244
1982-08-20,0.2953225,0.6239871
1982-08-21,0.2953225,0.6106001
1982-08-22,0.26579025,0.6667395
1982-08-23,0.26579025,0.62557346
1982-08-24,0.26579025,1.1778629
1982-08-25,0.84166914,1.8706563
1982-08-26,1.1960562,2.7367206
1982-08-27,0.62017727,0.9820681
1982-08-28,0.472516,0.9888584
1982-08-29,0.3986854,1.0155783
1982-08-30,0.3396209,0.9747677
1982-08-31,0.3100886,0.89926094
1982-09-01,0.3100886,1.1939218
1982-09-02,0.3100886,1.098766
1982-09-03,0.3396209,1.773261
1982-09-04,0.32485473,0.9282647
1982-09-05,0.2953225,0.925854
1982-09-06,0.28055638,0.86713654
1982-09-07,0.26579025,0.8249198
1982-09-08,0.26579025,0.8300788
1982-09-09,0.25102413,0.8123766
1982-09-10,0.236258,0.7559802
1982-09-11,0.22149189,0.720666
1982-09-12,0.20672578,0.70018876
1982-09-13,0.20672578,0.67408365
1982-09-14,0.20672578,0.6593179
1982-09-15,0.20672578,0.65096635
1982-09-16,0.20672578,0.9514482
1982-09-17,0.22149189,0.6804059
1982-09-18,0.20672578,0.72390145
1982-09-19,0.20672578,0.70743996
1982-09-20,0.20672578,0.70360976
1982-09-21,0.22149189,1.0363666
1982-09-22,0.25102413,1.1213659
1982-09-23,0.3396209,1.9864277
1982-09-24,0.41345155,0.9110726
1982-09-25,0.3100886,0.8702763
1982-09-26,0.26579025,0.85165524
1982-09-27,0.62017727,2.1657028
1982-09-28,0.9893305,1.7814586
1982-09-29,0.56111276,1.0309101
1982-09-30,0.42821765,0.9956935
1982-10-01,0.3691531,0.9642568
1982-10-02,0.32485473,0.9386029
1982-10-03,0.3100886,0.9516868
1982-10-04,0.26579025,0.8981648
1982-10-05,0.26579025,0.89001393
1982-10-06,0.236258,0.8355816
1982-10-07,0.25102413,0.785563
1982-10-08,0.22149189,1.0068737
1982-10-09,0.3100886,1.2082435
1982-10-10,0.3100886,0.87067854
1982-10-11,0.28055638,0.96133995
1982-10-12,0.25102413,0.8871977
1982-10-13,0.26579025,1.2474532
1982-10-14,0.3100886,1.5362457
