date,S_snow,S_water,prcp,tmean,dayl,ET_mech,M_mech,Ps_mech,Pr_mech,Q_mech,q_obs
1980-10-21 00:00:00,3.3013301358787156e-15,1359.4588224279003,1.71,1.7399999999999998,10.227641666666667,0.6109308444585292,1.6506648023806832e-15,0.0,1.71,0.052624994739113994,1.033797958393719
1980-10-22 00:00:00,-2.262588167338269e-15,1359.90765058043,0.36,1.1149999999999998,10.176002777777779,0.5826032722379243,1.1920928955078125e-07,4.216627047526344e-15,0.35999999999999577,0.0530219893457295,1.0013226298577902
1980-10-23 00:00:00,-1.5016607486794333e-14,1359.5575256589561,0.0,0.4850000000000001,10.109247222222223,0.5541001047519708,1.1920928955078125e-07,0.0,0.0,0.05271204334704615,0.949362104200305
1980-10-24 00:00:00,-1.8065620282781636e-14,1358.8597245070262,0.0,2.71,10.079994444444445,0.6428354733384971,1.1920928955078125e-07,0.0,0.0,0.05209971242091245,0.92446435232276
1980-10-25 00:00:00,-1.0552987960243464e-14,1358.8136506478374,0.19,1.4749999999999996,9.99513611111111,0.5860573354845358,1.1920928955078125e-07,6.328271240363393e-17,0.18999999999999995,0.052059533168490074,0.90173162234761
1980-10-26 00:00:00,-5.9384536307428705e-15,1364.1862106744118,12.62,4.445,9.983991666666668,0.7181816530245029,1.1920928955078125e-07,0.0,12.62,0.056960057093144036,1.002405140808988
1980-10-27 00:00:00,-5.793150250635008e-14,1371.3246960745516,2.99,1.16,9.89066388888889,0.572785477466881,1.1920928955078125e-07,2.2241097852315762e-14,2.989999999999978,0.06419225975601602,0.9894150093946166
1980-10-28 00:00:00,0.0047069667578112425,1372.0687474626068,0.22,-1.1199999999999999,9.88801111111111,0.48927985390846135,1.1920928955078125e-07,1.3088480468943508e-05,0.21998691151953106,0.06499703255652912,0.9969925860529996
1980-10-29 00:00:00,0.0062654470427301445,1371.6189095868128,0.0,-1.66,9.792202777777778,0.4663906482420644,1.1920928955078125e-07,0.0,0.0,0.0645092858104256,0.9840024546386285
1980-10-30 00:00:00,0.010466486251843475,1371.0557556092226,0.0,0.020000000000000018,9.790775,0.5240722343577745,1.1920928955078125e-07,0.0,0.0,0.06390382954590057,0.9731773451266524
1980-10-31 00:00:00,0.008467525318398537,1370.4489703285994,0.01,1.5850000000000002,9.696,0.5777119811281595,0.004412899754741493,1.1102230246251566e-18,0.009999999999999998,0.0632578229961129,0.9731773451266524
1980-11-01 00:00:00,0.005043869142401265,1370.553147604851,1.47,1.465,9.689150000000001,0.5726326878014912,0.0025855161239222916,4.8960835385969405e-16,1.4699999999999995,0.06336826786532267,0.9569396808586882
1980-11-02 00:00:00,0.007960285284000211,1370.7407378518417,0.0,-1.3,9.600005555555555,0.46862891126263884,1.1920928955078125e-07,0.0,0.0,0.06356763052382591,0.9266293742251552
1980-11-03 00:00:00,-0.0602101469166658,1370.2424060013968,0.03,-4.3100000000000005,9.593144444444444,0.37809089469532575,1.1920928955078125e-07,0.02999999999294276,7.05724145788622e-12,0.06303940010624313,0.9147217537619816
1980-11-04 00:00:00,0.13776561429710024,1370.3303965591726,1.46,1.125,9.504197222222222,0.5486872055269324,0.11001329420904733,1.5479839632348558e-14,1.4599999999999844,0.06313234971700292,0.9093091990059934
1980-11-05 00:00:00,0.06672190195207531,1371.149720329328,1.31,3.3049999999999997,9.497147222222223,0.636176321218528,0.044095182021156365,0.0,1.31,0.06400445616245821,0.8887414909332388
1980-11-06 00:00:00,0.1564352673202221,1371.5171973102929,0.84,-2.38,9.41066111111111,0.42601111411054066,1.1920928955078125e-07,0.7949458610820597,0.04505413891794033,0.06439951034689409,0.8605962062021009
1980-11-07 00:00:00,0.4047186733593012,1373.3933739245037,4.99,-0.42999999999999994,9.406769444444445,0.4888751023764677,1.1920928955078125e-07,2.9919958128898916e-07,4.989999700800419,0.06645481180231536,0.8454410528853343
1980-11-08 00:00:00,0.4059430484730994,1379.0276240624837,6.84,-1.4,9.323147222222223,0.4546686854212333,1.1920928955078125e-07,0.006685722263939246,6.8333142777360605,0.07302971954999593,0.8454410528853343
1980-11-09 00:00:00,3.364260296619941,1379.9875098353014,1.99,-5.119999999999999,9.312,0.34863412126734517,1.1920928955078125e-07,1.9899999999998579,1.4206080756196115e-13,0.07421301593962885,0.8454410528853343
1980-11-10 00:00:00,5.446253271156433,1380.1355375008216,3.43,-1.6400000000000001,9.236319444444444,0.44326842773643543,1.1920928955078125e-07,0.03659813767000101,3.3934018623299993,0.07439719522187652,0.8497710966901247
1980-11-11 00:00:00,5.449333708522084,1383.1772469188334,3.51,-0.54,9.216008333333333,0.47869763936054294,1.1920928955078125e-07,6.322537733560728e-07,3.5099993677462265,0.07828460736757031,0.8346159433733582
1980-11-12 00:00:00,4.8307519662338665,1384.946496283617,0.21,0.925,9.16006388888889,0.527174478551524,2.002818673270895,1.6425194537816878e-14,0.2099999999999836,0.0806385392880739,0.8400284981293462
1980-11-13 00:00:00,4.037742350436791,1385.7473567182742,1.0,-0.5200000000000001,9.119994444444446,0.4752514365794609,1.1920928955078125e-07,1.4747738602549632e-07,0.9999998525226139,0.08172720411713648,0.8562661623973103
1980-11-14 00:00:00,4.038188986308665,1386.634533344882,1.86,-1.1600000000000001,9.100941666666667,0.4538433657849692,1.1920928955078125e-07,0.00016507624373968688,1.8598349237562604,0.08295037188249617,0.8584311842997057
1980-11-15 00:00:00,4.323903245734037,1386.860919864172,0.0,-3.335,9.02666111111111,0.38611372466487864,1.1920928955078125e-07,0.0,0.0,0.08326541628848866,0.8443585419341366
1980-11-16 00:00:00,4.974414943930636,1386.4254367338992,1.41,-5.65,9.022766666666666,0.32657164654663534,1.1920928955078125e-07,1.4099999999999995,4.696243394164412e-16,0.08266044751838687,0.812965724349406
1980-11-17 00:00:00,5.6915372663742705,1386.014738562792,0.0,-5.18,8.957255555555555,0.33535661460021193,1.1920928955078125e-07,0.0,0.0,0.0820939376270267,0.804305636739825
1980-11-18 00:00:00,8.186293822116816,1385.5910645698852,4.65,-4.6,8.927997222222222,0.34846488305797685,1.1920928955078125e-07,4.649999999939812,6.018847087396751e-11,0.08151359730997829,0.7956455491302442
1980-11-19 00:00:00,11.435407904334335,1385.1607185514313,1.8,-4.64,8.908938888888889,0.34661190008341014,1.1920928955078125e-07,1.7999999999843825,1.5617607207474293e-11,0.08092831760145343,0.7783253739110824
1980-11-20 00:00:00,12.174853821143463,1384.7622861434716,0.0,-6.8,8.84315,0.29389752841238914,1.1920928955078125e-07,0.0,0.0,0.0803901882344446,0.7696652863015014
1980-11-21 00:00:00,12.17221346517508,1384.3452294684453,0.0,-2.865,8.832008333333333,0.38992480903024385,1.1920928955078125e-07,0.0,0.0,0.07983073729846829,0.7675002643991063
1980-11-22 00:00:00,12.172213479297467,1383.8552245154474,0.0,-1.54,8.787647222222223,0.4258518212770491,1.1920928955078125e-07,0.0,0.0,0.07917840394746958,0.7404374906191661
1980-11-23 00:00:00,12.172106418073543,1383.3744006383497,0.0,-2.255,8.747141666666666,0.40294073494205707,1.1920928955078125e-07,0.0,0.0,0.07854347507045395,0.7252823373023994
1980-11-24 00:00:00,12.098825284104187,1388.1034827769179,11.42,0.2650000000000001,8.736002777777777,0.4815175179719535,0.16936345571567932,6.564173993250932e-10,11.419999999343583,0.08501602220840934,0.7187872715952138
1980-11-25 00:00:00,8.323772282109173,1406.1082545174825,16.61,2.035,8.691633333333334,0.5478961582227067,4.972683798615008,0.0,16.61,0.11493027978638633,0.8292033886173701
1980-11-26 00:00:00,8.002232816954878,1419.8199091968638,10.33,-2.495,8.651133333333334,0.40213623641703156,1.1920928955078125e-07,10.147889817233077,0.182110182766923,0.1445932063763672,0.9591047027610836
1980-11-27 00:00:00,12.82395947452362,1419.333999424629,0.0,-6.655,8.639997222222222,0.29746669335678455,1.1920928955078125e-07,0.0,0.0,0.14342150385548164,0.9558571699074908
1980-11-28 00:00:00,13.697784925303056,1418.8881437119037,3.33,-5.175,8.620938888888888,0.330540086595089,1.1920928955078125e-07,3.329999999999863,1.3716028313126572e-13,0.14235474096191902,0.9840024546386285
1980-11-29 00:00:00,19.647102783600403,1420.1154587376782,11.51,-1.765,8.573255555555557,0.4196627180096994,1.1920928955078125e-07,0.4175599947684193,11.09244000523158,0.1453105590411137,1.0457055788568923
1980-11-30 00:00:00,20.18810828912537,1425.9618756656275,1.89,-2.355,8.54665,0.40296827459347506,1.1920928955078125e-07,1.7617891738392963,0.12821082616070362,0.1602556264028542,1.0305504255401257
1980-12-01 00:00:00,21.806655627888382,1425.440738922852,1.78,-4.6499999999999995,8.54276111111111,0.3417838501620593,1.1920928955078125e-07,1.7799999999860256,1.3974380541625919e-11,0.15886326840221837,1.0262203817353357
1980-12-02 00:00:00,24.479297215190694,1424.9412934108154,3.97,-4.260000000000001,8.511544444444445,0.3501097968025388,1.1920928955078125e-07,3.969999998460246,1.539754260759807e-09,0.15754021826708547,0.9904975203458142
1980-12-03 00:00:00,27.949787928132746,1428.9506722434137,12.44,-1.1700000000000002,8.477255555555555,0.4353378002440677,1.1920928955078125e-07,0.001220161756317144,12.438779838243683,0.16847998296733793,0.9904975203458142
1980-12-04 00:00:00,38.021973544314264,1432.0027421165162,13.12,-6.175,8.450647222222223,0.3040509720857066,1.1920928955078125e-07,13.12,0.0,0.17731417988327094,0.97425985607785
1980-12-05 00:00:00,45.81114868109543,1431.5557261769682,2.63,-8.755,8.447997222222222,0.25107819371072937,1.1920928955078125e-07,2.63,0.0,0.17599190558412253,0.9850849655898262
1980-12-06 00:00:00,46.88800973772709,1431.1072616357717,0.0,-6.38,8.441141666666667,0.29900010336080973,1.1920928955078125e-07,0.0,0.0,0.17467525473650503,1.028385403637731
1980-12-07 00:00:00,46.63307483917038,1430.6286799574002,0.01,-5.800000000000001,8.41553888888889,0.310890663591106,1.1920928955078125e-07,0.01,5.551115123125783e-19,0.1732810456592164,1.1041611702215632
1980-12-08 00:00:00,50.18669152776401,1430.1283141713284,7.21,-4.27,8.392061111111111,0.3462026598731605,1.1920928955078125e-07,7.209999997469731,2.5302689898865084e-09,0.17183527296674206,1.179936936805396
1980-12-09 00:00:00,57.6855065247082,1429.5989101816806,6.7,-4.1899999999999995,8.372316666666666,0.3472507091957152,1.1920928955078125e-07,6.699999994767107,5.2328925692624045e-09,0.17031872746552534,1.2557127033892288
1980-12-10 00:00:00,61.16061086833677,1429.1424205978442,0.79,-9.885,8.354652777777778,0.22769201200119846,1.1920928955078125e-07,0.79,0.0,0.16902180518280402,1.3098382509491096
1980-12-11 00:00:00,62.07234071607866,1428.7923287134581,1.12,-16.005,8.352191666666666,0.14142029804903855,1.1920928955078125e-07,1.12,0.0,0.16803386217772975,1.3098382509491096
1980-12-12 00:00:00,62.87710549661695,1428.51247049258,0.5,-21.965,8.350763888888888,0.08660508050463338,1.1920928955078125e-07,0.5,0.0,0.16724827001718398,1.2881880319251573
1980-12-13 00:00:00,64.36764893759353,1428.2383307631299,2.33,-16.51,8.345144444444445,0.1356446630064653,1.1920928955078125e-07,2.33,0.0,0.16648229138728723,1.2448875938772528
1980-12-14 00:00:00,65.84146123625088,1427.9370569291943,0.65,-17.265,8.33293888888889,0.12742269243479476,1.1920928955078125e-07,0.65,0.0,0.1656445423921092,1.1907620463173725
1980-12-15 00:00:00,66.50274801724474,1427.667586018618,1.12,-22.2,8.319544444444444,0.08453187844448638,1.1920928955078125e-07,1.12,0.0,0.16489879966938245,1.1366364987574915
1980-12-16 00:00:00,71.2071466199526,1427.4203659352422,8.32,-21.86,8.319544444444444,0.08698380495487269,1.1920928955078125e-07,8.32,0.0,0.16421758797783365,1.071685841685635
1980-12-17 00:00:00,79.36630812855802,1427.1457553168846,6.84,-16.545,8.307644444444444,0.13455298486300474,1.1920928955078125e-07,6.84,0.0,0.1634642006283345,1.028385403637731
1980-12-18 00:00:00,82.40766623225403,1426.8512637137842,0.01,-17.195,8.307644444444444,0.12765984022167395,1.1920928955078125e-07,0.01,0.0,0.1626601106152264,1.0013226298577902
1980-12-19 00:00:00,82.40655211988818,1426.558217528334,0.0,-16.72,8.29606388888889,0.13243336187136054,1.1920928955078125e-07,0.0,0.0,0.16186389354509714,0.97425985607785
1980-12-20 00:00:00,82.40672092001017,1426.2888996058853,0.0,-21.18,8.29606388888889,0.09177653313040861,1.1920928955078125e-07,0.0,0.0,0.16113558434335004,0.9417845275419215
1980-12-21 00:00:00,82.40506953323717,1426.048632945024,0.0,-24.675,8.307644444444444,0.06819102764394168,1.1920928955078125e-07,0.0,0.0,0.16048860399814274,0.9201343085179694
1980-12-22 00:00:00,82.44920875266538,1425.8256004566872,0.19,-25.650000000000002,8.307644444444444,0.06262368815104453,1.1920928955078125e-07,0.19,0.0,0.1598903562539069,0.8876589799820411
1980-12-23 00:00:00,84.05077006200622,1425.5869141480953,3.0,-19.655,8.307644444444444,0.10430548421349523,1.1920928955078125e-07,3.0,0.0,0.15925258985158694,0.8443585419341366
1980-12-24 00:00:00,87.93721448730986,1425.2626310856115,4.59,-10.27,8.319544444444444,0.21962351493799992,1.1920928955078125e-07,4.59,0.0,0.15839018411669675,0.8227083229101846
1980-12-25 00:00:00,92.84750849522364,1424.9471636306334,4.99,-21.935,8.33293888888889,0.08642344564124929,1.1920928955078125e-07,4.99,0.0,0.15755570452916423,0.8010581038862323
1980-12-26 00:00:00,95.18603690322917,1424.72127777139,0.0,-25.825,8.345144444444445,0.061900523725268164,1.1920928955078125e-07,0.0,0.0,0.15696089002715455,0.7577576658383279
1980-12-27 00:00:00,95.21179253472755,1424.4868961091215,0.0,-20.725,8.350763888888888,0.09584839655814566,1.1920928955078125e-07,0.0,0.0,0.15634607767675787,0.7252823373023994
1980-12-28 00:00:00,95.18674592486708,1424.2183952851058,0.0,-16.585,8.352,0.13456068633736415,1.1920928955078125e-07,0.0,0.0,0.15564472551395428,0.7036321182784472
1980-12-29 00:00:00,96.20191592956341,1423.82909131147,2.01,-5.140000000000001,8.352191666666666,0.32216692952055165,1.1920928955078125e-07,2.0099999999998825,1.1749101691549411e-13,0.1546334070769859,0.681981899254495
1980-12-30 00:00:00,98.39493762427482,1423.3775495208604,2.27,-8.01,8.363138888888889,0.26125323203611817,1.1920928955078125e-07,2.27,0.0,0.15346863776529057,0.6603316802305428
1980-12-31 00:00:00,100.63015667042214,1422.9497243360104,2.14,-6.575,8.357666666666667,0.29017813550858834,1.1920928955078125e-07,2.14,0.0,0.1523731418601807,0.6332689064506025
1981-01-01 00:00:00,101.62828909654064,1422.6068775931803,0.0,-19.36,8.381252777777778,0.10760009767225254,1.1920928955078125e-07,0.0,0.0,0.15150089004784972,0.5953810231586861
1981-01-02 00:00:00,103.99964464216953,1422.3320416764302,5.19,-16.544999999999998,8.403638888888889,0.13564865160435427,1.1920928955078125e-07,5.19,0.0,0.1508052746580994,0.58455591364671
1981-01-03 00:00:00,110.33889851994466,1422.0839924564589,6.68,-25.045,8.428938888888888,0.06681026957542036,1.1920928955078125e-07,6.68,0.0,0.150180199506204,0.5737308041347339
1981-01-04 00:00:00,113.26073536727128,1421.8824688560003,0.0,-28.89,8.446758333333333,0.04758942858904718,1.1920928955078125e-07,0.0,0.0,0.14967427526030225,0.5629056946227577
1981-01-05 00:00:00,113.52156883901739,1421.6689553353622,0.52,-22.43,8.44818888888889,0.08382657812398912,1.1920928955078125e-07,0.52,0.0,0.14914010970869515,0.5520805851107816
1981-01-06 00:00:00,114.15105159736414,1421.4111628441738,0.97,-16.37,8.46831388888889,0.1385367880449301,1.1920928955078125e-07,0.97,0.0,0.1484977073058418,0.5304303660868295
1981-01-07 00:00:00,118.75687587611348,1421.082617794037,7.72,-10.03,8.499644444444444,0.22782495095224428,1.1920928955078125e-07,7.72,0.0,0.14768300290838793,0.5250178113308414
1981-01-08 00:00:00,125.17713791269684,1420.7153237350124,4.7,-12.765,8.537147222222222,0.18551616878420046,1.1920928955078125e-07,4.7,0.0,0.14677750167993617,0.5196052565748533
1981-01-09 00:00:00,127.42686329348055,1420.427730565353,0.0,-19.515,8.544,0.10812899584734977,1.1920928955078125e-07,0.0,0.0,0.14607236676657914,0.5087801470628772
1981-01-10 00:00:00,130.81397015052644,1420.176115634315,7.05,-19.5,8.555144444444444,0.10838507226821258,1.1920928955078125e-07,7.05,0.0,0.1454582239784683,0.4979550375509011
1981-01-11 00:00:00,136.86856694966158,1419.9112628693274,4.72,-17.535,8.595644444444444,0.1278740905777305,1.1920928955078125e-07,4.72,0.0,0.14481455945362645,0.487129928038925
1981-01-12 00:00:00,139.14191626194753,1419.65296397872,0.0,-20.555,8.638758333333334,0.10023011188741689,1.1920928955078125e-07,0.0,0.0,0.14418956615107772,0.4817173732829369
1981-01-13 00:00:00,143.0878410086705,1419.4221708214552,7.56,-24.005,8.64018888888889,0.07480318732738042,1.1920928955078125e-07,7.56,0.0,0.14363340928464274,0.4763048185269489
1981-01-14 00:00:00,147.83267312260656,1419.180737258501,2.02,-17.52,8.669247222222223,0.12905957338137508,1.1920928955078125e-07,2.02,0.0,0.14305390721858494,0.4708922637709608
1981-01-15 00:00:00,148.6900881433722,1418.9231101620358,0.0,-20.45,8.729141666666667,0.10211690218390787,1.1920928955078125e-07,0.0,0.0,0.14243811485468277,0.4654797090149727
1981-01-16 00:00:00,148.71536516210392,1418.6825188741427,0.0,-21.035,8.736002777777777,0.09730415435961981,1.1920928955078125e-07,0.0,0.0,0.1418654361277984,0.4654797090149727
1981-01-17 00:00:00,148.74898153197526,1418.445051331878,0.0,-19.95,8.765255555555555,0.10685623050653491,1.1920928955078125e-07,0.0,0.0,0.14130245071504605,0.4600671542589847
1981-01-18 00:00:00,148.84296929113228,1418.1939714944772,0.17,-19.075,8.825144444444444,0.11563062957359789,1.1920928955078125e-07,0.17,0.0,0.14070962319173194,0.4546545995029967
1981-01-19 00:00:00,148.90818332911334,1417.8975433271216,0.0,-11.04,8.8322,0.21874907619379097,1.1920928955078125e-07,0.0,0.0,0.14001292396208473,0.4438294899910205
1981-01-20 00:00:00,148.87039308751008,1417.5646368885184,0.0,-13.46,8.872072222222222,0.1822368357964262,1.1920928955078125e-07,0.0,0.0,0.13923460097030538,0.4330043804790444
1981-01-21 00:00:00,149.03919368640535,1417.2632743037575,0.65,-16.745,8.92676111111111,0.14128836759808797,1.1920928955078125e-07,0.65,0.0,0.13853375813016755,0.4330043804790444
1981-01-22 00:00:00,152.25263809002442,1416.9792987991511,5.65,-14.9,8.93065,0.1637407345072356,1.1920928955078125e-07,5.65,0.0,0.1378765789453977,0.4330043804790444
1981-01-23 00:00:00,157.36107007405988,1416.633705553639,4.21,-9.315,8.99155,0.2535700065203649,1.1920928955078125e-07,4.21,0.0,0.13708100748023366,0.4275918257230564
1981-01-24 00:00:00,160.37361401777028,1416.2389710097932,1.92,-8.620000000000001,9.024005555555554,0.2680196037580366,1.1920928955078125e-07,1.92,0.0,0.13617792508256144,0.4221792709670683
1981-01-25 00:00:00,161.2619042928065,1415.8604711065595,0.0,-10.895,9.053252777777777,0.22639356898573085,1.1920928955078125e-07,0.0,0.0,0.1353175726160316,0.4221792709670683
1981-01-26 00:00:00,161.115015698232,1415.667921426288,0.0,-6.955,9.119994444444446,0.30634977590048834,1.1920928955078125e-07,0.0,0.0,0.13488198400633813,0.4167667162110803
1981-01-27 00:00:00,161.17274201494152,1415.597150555714,0.85,-1.165,9.13113611111111,0.464697415311036,1.1920928955078125e-07,7.930549998241554e-05,0.8499206945000175,0.1347222377707057,0.4167667162110803
1981-01-28 00:00:00,161.58927773265665,1415.1824291980479,0.0,-10.865,9.209152777777778,0.2307091110780981,1.1920928955078125e-07,0.0,0.0,0.1337899112165384,0.4113541614550923
1981-01-29 00:00:00,161.70761083306007,1414.8727473777667,0.0,-18.985,9.2162,0.12136654970673152,1.1920928955078125e-07,0.0,0.0,0.1330979321011192,0.4167667162110803
1981-01-30 00:00:00,161.6812681245634,1414.6226645630131,0.0,-17.815,9.279544444444445,0.13444247220712482,1.1920928955078125e-07,0.0,0.0,0.13254173899044863,0.4167667162110803
1981-01-31 00:00:00,161.65409168528004,1414.3417588710927,0.0,-15.095,9.312,0.16780323011922552,1.1920928955078125e-07,0.0,0.0,0.13191976580685813,0.4167667162110803
1981-02-01 00:00:00,162.05913561519625,1414.0070873027178,1.07,-10.075000000000001,9.363647222222221,0.24888486332657586,1.1920928955078125e-07,1.07,0.0,0.13118255478751034,0.4221792709670683
1981-02-02 00:00:00,164.87160314212707,1418.8731811016648,14.21,0.9050000000000002,9.408008333333333,0.5539460403430285,1.9491171693272276,1.357547962932415e-12,14.209999999998644,0.14231907907264865,0.4275918257230564
1981-02-03 00:00:00,169.4864014718872,1424.6050153715116,7.43,-7.055,9.44807222222222,0.31703026434893206,1.1920928955078125e-07,7.43,0.0,0.15665561764356606,0.7144572277904233
1981-02-04 00:00:00,172.48619495022166,1424.2405774340907,0.0,-18.38,9.504005555555555,0.13239041548636604,1.1920928955078125e-07,0.0,0.0,0.15570254818336512,0.7144572277904233
1981-02-05 00:00:00,172.48559630681385,1423.9650344527854,0.0,-19.32,9.533252777777777,0.12291135657613662,1.1920928955078125e-07,0.0,0.0,0.15498580591944236,0.7144572277904233
1981-02-06 00:00:00,172.32256316691752,1423.6690889457468,0.0,-16.18,9.600005555555555,0.15971365938625126,1.1920928955078125e-07,0.0,0.0,0.15421966705829313,0.7144572277904233
1981-02-07 00:00:00,172.39194977109423,1423.3187615298186,0.0,-11.135,9.629255555555556,0.23767026311572897,1.1920928955078125e-07,0.0,0.0,0.1533176388005123,0.6711567897425189
1981-02-08 00:00:00,176.2901015390344,1422.8994550437428,7.79,-8.25,9.696,0.2974300181700972,1.1920928955078125e-07,7.79,0.0,0.15224493600031247,0.6170312421826384
1981-02-09 00:00:00,184.36405817926976,1422.402550915441,7.38,-4.42,9.725255555555554,0.3947521930056332,1.1920928955078125e-07,7.379999999422108,5.778911149612043e-10,0.15098342982191865,0.589968468402698
1981-02-10 00:00:00,187.7974880778,1421.9167384585573,0.0,-9.47,9.792008333333333,0.273959571333607,1.1920928955078125e-07,0.0,0.0,0.14976018853983633,0.58455591364671
1981-02-11 00:00:00,189.29805160882404,1424.4311373609673,9.51,-0.05500000000000016,9.832077777777778,0.5439387404509226,1.1920928955078125e-07,1.3410244036893282e-08,9.509999986589756,0.15620017047439774,0.589968468402698
1981-02-12 00:00:00,195.6676255017275,1427.1036000998893,8.53,-6.33,9.88801111111111,0.3505519910543125,1.1920928955078125e-07,8.53,0.0,0.1633488552584188,0.6170312421826384
1981-02-13 00:00:00,199.41731345910893,1426.6970932659722,0.0,-15.61,9.951544444444444,0.17364133485069846,1.1920928955078125e-07,0.0,0.0,0.16224073691252422,0.6765693444985069
1981-02-14 00:00:00,199.4671644005603,1426.3478564411262,0.1,-13.270000000000001,9.983991666666668,0.20942837108550003,1.1920928955078125e-07,0.1,0.0,0.16129473904162137,0.7848204396182681
1981-02-15 00:00:00,199.51312316044547,1425.9906897561593,0.0,-12.594999999999999,10.060927777777778,0.22235175984188352,1.1920928955078125e-07,0.0,0.0,0.16033296609337105,0.876833870470065
1981-02-16 00:00:00,199.51027605295846,1425.5171374914564,0.0,-3.4050000000000002,10.079994444444445,0.4409810879065034,1.1920928955078125e-07,0.0,0.0,0.15906662861566045,0.97425985607785
1981-02-17 00:00:00,195.32636668464917,1428.937630144762,0.0,3.66,10.176002777777779,0.7275281558547886,9.318825717920445,0.0,0.0,0.16844319313383502,1.060860732173659
1981-02-18 00:00:00,184.94614072839892,1438.3850943502775,0.0,4.375,10.176002777777779,0.7682139062825039,11.23112814399116,0.0,0.0,0.1973135864180048,1.1907620463173725
1981-02-19 00:00:00,173.0627451389451,1449.7071302674296,0.46,4.895,10.271999999999998,0.8090800203932133,12.62189354476986,0.0,0.46,0.2385023768120659,1.299013141437133
