date,s_snow,s_water,et_bucket,m_bucket,ps_bucket,pr_bucket,prcp(mm/day),tmean(c),dayl(s),q_bucket,q_obs
1980-12-03,27.321392785204395,1429.336822984186,0.43545543743091414,0.0,0.0012201082,12.438779,12.44,-1.17,8.477256,0.16957290572102565,0.9904975
1980-12-04,37.38648581441832,1432.3945191792982,0.30413410031103383,0.0,13.12,0.0,13.12,-6.175,8.450647,0.17848122390713486,0.97425985
1980-12-05,45.17479032500965,1431.9462631570018,0.2511467024410123,0.0,2.63,0.0,2.63,-8.755,8.447997,0.17714656820994776,0.98508495
1980-12-06,46.252519630927765,1431.49651215291,0.29908143277858695,0.0,0.0,0.0,0.0,-6.38,8.441142,0.17581749154768467,1.0283854
1980-12-07,45.997829214714024,1431.0166945362225,0.31097493233852164,0.0,0.01,0.0,0.01,-5.8,8.415539,0.17441055590160415,1.1041611
1980-12-08,49.54910574318103,1430.5151479088333,0.34629623399251036,0.0,7.21,0.0,7.21,-4.27,8.392061,0.17295193932538827,1.1799369
1980-12-09,57.04367266490421,1429.9844942473678,0.3473443207238607,0.0,6.7,0.0,6.7,-4.19,8.372316,0.17142195147464961,1.2557127
1980-12-10,60.520786998066306,1429.5269108720438,0.2277532455718468,0.0,0.79,0.0,0.79,-9.885,8.354652,0.17011351278800288,1.3098383
1980-12-11,61.42908632625188,1429.1756806125404,0.14145824798584228,0.0,1.12,0.0,1.12,-16.005,8.352192,0.16911596499141654,1.3098383
1980-12-12,62.213051347485234,1428.895045831979,0.08662828547581801,0.0,0.5,0.0,0.5,-21.965,8.350764,0.16832312500829802,1.288188
1980-12-13,63.67103746935558,1428.6205809329326,0.13568098883780802,0.0,2.33,0.0,2.33,-16.51,8.345144,0.1675513113595749,1.2448876
1980-12-14,65.19637061402557,1428.3188047561218,0.12745677531254476,0.0,0.65,0.0,0.65,-17.265,8.332939,0.1667067807108444,1.190762
1980-12-15,65.85762597567788,1428.0491902523925,0.08455447615392933,0.0,1.12,0.0,1.12,-22.2,8.319545,0.16595585669003007,1.1366365
1980-12-16,70.6663919770981,1427.8008051295162,0.08700698874100742,0.0,8.32,0.0,8.32,-21.86,8.319545,0.16526705408562667,1.0716858
1980-12-17,78.80756260336956,1427.5248680613815,0.13458873247848707,0.0,6.84,0.0,6.84,-16.545,8.307645,0.16450519817643014,1.0283854
1980-12-18,81.85725101812173,1427.2293724682743,0.12769368672548126,0.0,0.01,0.0,0.01,-17.195,8.307645,0.163693235468153,1.0013226
1980-12-19,81.85301861328136,1426.9349784710903,0.13246833984858333,0.0,0.0,0.0,0.0,-16.72,8.296063,0.16288828504190767,0.97425985
1980-12-20,81.85316224321438,1426.6644197853186,0.09180067393426343,0.0,0.0,0.0,0.0,-21.18,8.296063,0.16215199761904772,0.9417845
1980-12-21,81.85185744268996,1426.4232354731434,0.0682089508734918,0.0,0.0,0.0,0.0,-24.675,8.307645,0.16149845465897555,0.9201343
1980-12-22,81.88772868500091,1426.1992441461653,0.06264011515796562,0.0,0.19,0.0,0.19,-25.65,8.307645,0.16089385927091493,0.88765895
1980-12-23,83.46201981884234,1425.9606925187682,0.10433282754747528,0.0,3.0,0.0,3.0,-19.655,8.307645,0.16025245152448397,0.84435856
1980-12-24,87.33334234258464,1425.635640143432,0.21968095830155498,0.0,4.59,0.0,4.59,-10.27,8.319545,0.15938257803056552,0.8227083
1980-12-25,92.08411718227713,1425.3193703258949,0.0864460335589758,0.0,4.99,0.0,4.99,-21.935,8.332939,0.1585407399398951,0.8010581
1980-12-26,94.05420993974079,1425.0922765340722,0.06191663922080266,0.0,0.0,0.0,0.0,-25.825,8.345144,0.15793901207229502,0.75775766
1980-12-27,94.10129711513903,1424.8567066683022,0.09587328680119574,0.0,0.0,0.0,0.0,-20.725,8.350764,0.15731723839197786,0.7252823
1980-12-28,94.13722539750434,1424.581133557036,0.13459497993950298,0.0,0.0,0.0,0.0,-16.585,8.352,0.1565929842543468,0.7036321
1980-12-29,94.58813623105586,1424.2304445192897,0.32225772493481997,0.0,2.01,0.0,2.01,-5.14,8.352192,0.15567613183881876,0.6819819
1980-12-30,95.58759533458087,1423.8314236446363,0.26133654322418426,0.0,2.27,0.0,2.27,-8.01,8.363139,0.154639446310833,0.66033167
1980-12-31,97.17604037421317,1423.426145499252,0.290275312115678,0.0,2.14,0.0,2.14,-6.575,8.357667,0.15359357046712493,0.6332689
1981-01-01,99.3939090160865,1423.0566846493123,0.1076340931035641,0.0,0.0,0.0,0.0,-19.36,8.381253,0.15264629079820047,0.595381
1981-01-02,102.67251481138115,1422.7563453644295,0.1356891390642981,0.0,5.19,0.0,5.19,-16.545,8.403639,0.1518805421302317,0.5845559
1981-01-03,109.06340222112576,1422.5064299574933,0.06683012112617524,0.0,6.68,0.0,6.68,-25.045,8.428939,0.15124628373287086,0.5737308
1981-01-04,112.17871476221627,1422.3034845874417,0.0476035280066264,0.0,0.0,0.0,0.0,-28.89,8.446758,0.15073317950178,0.56290567
1981-01-05,112.43547687586751,1422.0890606784676,0.08385133666692604,0.0,0.52,0.0,0.52,-22.43,8.448189,0.15019294527947755,0.5520806
1981-01-06,113.17731297864975,1421.830106020205,0.13857762384829803,0.0,0.97,0.0,0.97,-16.37,8.468314,0.14954309774711128,0.5304304
1981-01-07,117.72215836924713,1421.5002681293267,0.2278919208673778,0.0,7.72,0.0,7.72,-10.03,8.499644,0.14871943845109714,0.5250178
1981-01-08,124.1510664560087,1421.130659013224,0.18557040063799135,0.0,4.7,0.0,4.7,-12.765,8.5371475,0.1478018527702302,0.5196053
1981-01-09,126.34904029230401,1420.8416314010904,0.10816051651385752,0.0,0.0,0.0,0.0,-19.515,8.544,0.1470882637461938,0.5087801
1981-01-10,129.75254101172354,1420.588814090204,0.10841657201329853,0.0,7.05,0.0,7.05,-19.5,8.555144,0.1464669008140602,0.49795502
1981-01-11,135.77535376683988,1420.3205109377773,0.12791093276083376,0.0,4.72,0.0,4.72,-17.535,8.595644,0.14581034823275715,0.48712993
1981-01-12,138.07181465534643,1420.0607269016448,0.10025889835185964,0.0,0.0,0.0,0.0,-20.555,8.638759,0.14517744690606935,0.48171738
1981-01-13,141.94153228000988,1419.8291396977402,0.07482464536353885,0.0,7.56,0.0,7.56,-24.005,8.640189,0.14461555682126082,0.47630483
1981-01-14,146.72583602405612,1419.5864071769852,0.1290964380042382,0.0,2.02,0.0,2.02,-17.52,8.669248,0.14402895941772859,0.47089225
1981-01-15,147.56212217234827,1419.326846068717,0.10214594732379503,0.0,0.0,0.0,0.0,-20.45,8.729141,0.14340432565968228,0.4654797
1981-01-16,147.54559058432054,1419.084986380331,0.09733175629997938,0.0,0.0,0.0,0.0,-21.035,8.736003,0.1428247287404843,0.4654797
1981-01-17,147.54631601167392,1418.840514706541,0.10688602248938853,0.0,0.0,0.0,0.0,-19.95,8.765256,0.14224125301772828,0.46006715
1981-01-18,147.65731480560348,1418.5929702559258,0.11566318328815803,0.0,0.17,0.0,0.17,-19.075,8.825145,0.14165287229436696,0.4546546
1981-01-19,147.75750561827397,1418.288240959632,0.2188093612572467,0.0,0.0,0.0,0.0,-11.04,8.8322,0.14093191175179787,0.44382948
1981-01-20,147.66968155821732,1417.9484729959086,0.18228619645979305,0.0,0.0,0.0,0.0,-13.46,8.872072,0.14013237876815454,0.43300438
1981-01-21,147.9258197435702,1417.6476829412823,0.14132667558413317,0.0,0.65,0.0,0.65,-16.745,8.926761,0.1394283536062238,0.43300438
1981-01-22,151.36408160960295,1417.3618774287554,0.1637849434756542,0.0,5.65,0.0,5.65,-14.9,8.93065,0.13876267844064505,0.43300438
1981-01-23,156.44382949865016,1417.014971168255,0.253638297890135,0.0,4.21,0.0,4.21,-9.315,8.99155,0.137958960810292,0.42759183
1981-01-24,159.48699264342068,1416.6100893160979,0.2680898104574958,0.0,1.92,0.0,1.92,-8.62,9.024006,0.1370268096898263,0.42217928
1981-01-25,160.48004037717718,1416.260243494042,0.22645747118499246,0.0,0.0,0.0,0.0,-10.895,9.053253,0.13622644071833798,0.42217928
1981-01-26,160.7830635181577,1416.1767565306498,0.306459845979738,0.0,0.0,0.0,0.0,-6.955,9.119994,0.1360361331774715,0.4167667
1981-01-27,160.86670002878776,1416.149644843028,0.46487872717247913,0.0,7.928908e-05,0.84992075,0.85,-1.165,9.131136,0.13597438961172378,0.4167667
1981-01-28,160.9090523044039,1415.891997431856,0.2308248320981936,0.0,0.0,0.0,0.0,-10.865,9.209153,0.13538902580911366,0.41135415
1981-01-29,160.90738984429072,1415.562145306931,0.12142570581949844,0.0,0.0,0.0,0.0,-18.985,9.2162,0.13464329276989542,0.4167667
1981-01-30,160.87669750639733,1415.2885893339856,0.13450576387765403,0.0,0.0,0.0,0.0,-17.815,9.279545,0.13402795143958748,0.4167667
1981-01-31,160.90973617413036,1415.012652592554,0.1678828214435087,0.0,0.0,0.0,0.0,-15.095,9.312,0.1334101037581492,0.4167667
1981-02-01,161.32962788378163,1414.6773298965795,0.24900284593604033,0.0,1.07,0.0,1.07,-10.075,9.363647,0.13266311780804413,0.42217928
1981-02-02,164.13016547013774,1419.577020885808,0.5542208012513284,1.9504436,0.0,14.21,14.21,0.905,9.408009,0.14400632396581817,0.42759183
1981-02-03,168.76550958682716,1425.2878484489152,0.3171821928971164,0.0,7.43,0.0,7.43,-7.055,9.448072,0.1584570799529901,0.7144572
1981-02-04,172.123263828251,1424.9187759534798,0.13245346925311544,0.0,0.0,0.0,0.0,-18.38,9.504005,0.1574808289445247,0.7144572
1981-02-05,172.1772545509311,1424.6412871681314,0.12296973002185325,0.0,0.0,0.0,0.0,-19.32,9.533253,0.1567507934110529,0.7144572
1981-02-06,172.1772545509311,1424.346529507168,0.15978963604842433,0.0,0.0,0.0,0.0,-16.18,9.600005,0.1559790321420493,0.7144572
1981-02-07,173.53914395097308,1423.999249538927,0.23778389566091088,0.0,0.0,0.0,0.0,-11.135,9.629255,0.15507462646396272,0.67115676
1981-02-08,178.344322554133,1423.5820443899613,0.29757270935452546,0.0,7.79,0.0,7.79,-8.25,9.696,0.15399504915731,0.6170312
1981-02-09,185.7926963942552,1423.080567329778,0.39494035589412674,0.0,7.38,0.0,7.38,-4.42,9.725256,0.15270734782030462,0.58996844
1981-02-10,189.2484523800492,1422.5912235164476,0.2740895367970015,0.0,0.0,0.0,0.0,-9.47,9.792008,0.15146118322145163,0.5845559
1981-02-11,190.59944117416063,1425.263884527129,0.5442567066812961,0.0,0.0,9.51,9.51,-0.055,9.832078,0.1583935085402434,0.58996844
1981-02-12,196.67455043213957,1428.1996169706674,0.35082116674696656,0.0,8.53,0.0,8.53,-6.33,9.888011,0.16637440355776628,0.6170312
1981-02-13,200.25899310655498,1427.792447896593,0.1737746574653861,0.0,0.0,0.0,0.0,-15.61,9.951545,0.16524392822745476,0.67656934
1981-02-14,200.3225479037026,1427.4375395519953,0.20958834380688665,0.0,0.1,0.0,0.1,-13.27,9.983992,0.1642648185639289,0.78482044
1981-02-15,200.3714417728775,1427.0692758985276,0.22251993241953077,0.0,0.0,0.0,0.0,-12.595,10.060927,0.1632549972813626,0.87683386
1981-02-16,200.36987834892835,1426.5929684696287,0.4413138498366052,0.0,0.0,0.0,0.0,-3.405,10.079994,0.16195810904827138,0.97425985
1981-02-17,196.14062515435066,1430.0532871694113,0.7280961579683443,9.318826,0.0,0.0,0.0,3.66,10.1760025,0.17161953002984326,1.0608608
1981-02-18,185.78671699675172,1439.467118411342,0.7687917210869034,11.231128,0.0,0.0,0.0,4.375,10.1760025,0.20092114698349717,1.190762
1981-02-19,173.96320251193987,1450.8955348293405,0.8097431206457663,12.621893,0.0,0.46,0.46,4.895,10.272,0.24329600976953755,1.2990131
1981-02-20,161.4175245578315,1464.4771994803525,0.8190241337658453,12.662011,0.0,3.02,3.02,4.91,10.2831335,0.30542395853396154,1.5155153
1981-02-21,148.44394424732758,1479.0770516301566,0.8423567569212832,13.063193,0.0,2.63,2.63,5.06,10.368,0.3900099125202638,1.677892
1981-02-22,134.6500144566872,1493.573942766316,0.8744935810248152,14.0260315,0.0,1.38,1.38,5.42,10.40807,0.4971637318058934,1.8402686
1981-02-23,122.19436689655392,1505.2498282328422,0.8168064885915814,10.74971,0.0,0.0,0.0,4.195,10.464003,0.6045168528237758,2.0567708
1981-02-24,112.81209754630319,1513.163553533182,0.7745259386337995,8.061788,0.0,0.0,0.0,3.19,10.558772,0.690173585977735,2.273273
1981-02-25,105.49178099501572,1519.0552271806996,0.7502975327498587,6.644277,0.0,0.0,0.0,2.66,10.560008,0.7617343862488687,2.5006003
1981-02-26,101.97341821314627,1524.664983208601,0.6475837703531512,0.38583255,0.0,6.87,6.87,0.32,10.656003,0.8367556165951343,2.7171025
1981-02-27,101.85961110933505,1529.8634794649804,0.6248804381492893,0.0,1.6331673e-07,5.48,5.48,-0.245,10.656195,0.9128574456145299,2.8903043
1981-02-28,101.94023633478348,1531.5936584017343,0.5091802394889636,0.0,0.009999943,5.7220458e-08,0.01,-3.3,10.752003,0.9396910923426656,2.96608
1981-03-01,102.11032101833334,1531.7689548992985,0.5839954733516931,0.0,0.004629554,3.5053706,3.51,-1.43,10.803638,0.9424534210084569,3.0093803
1981-03-02,102.13255809158458,1532.1698500744483,0.5086327421320359,0.0,0.0,0.0,0.0,-3.445,10.848,0.9488013006095859,3.0093803
1981-03-03,102.13294061884001,1530.8368557660554,0.38497418158956154,0.0,0.0,0.0,0.0,-7.39,10.943989,0.9278579985283354,2.9336047
1981-03-04,102.19335126853721,1529.5085032515387,0.383079447929715,0.0,0.0,0.0,0.0,-7.445,10.943989,0.9074475163854404,2.8578289
1981-03-05,102.9262946890716,1528.2053303456205,0.4372515928450713,0.0,1.44,0.0,1.44,-5.75,11.04,0.8878602791631953,2.771228
1981-03-06,103.74880275282452,1527.0154883911316,0.5861904324516305,0.0,0.007672757,0.6123272,0.62,-1.655,11.051133,0.8703459229880895,2.6738021
1981-03-07,103.82674449615216,1525.7477965077592,0.6660917704043943,0.0,0.0,0.04,0.04,0.08,11.135989,0.8520656034529369,2.5439007
1981-03-08,103.82674453060096,1524.2946448913985,0.6054597882880678,0.0,0.0,0.0,0.0,-1.4,11.231995,0.8315827550681818,2.4248245
1981-03-09,103.82674453185422,1522.8652099528526,0.6140680147207632,0.0,0.0,0.0,0.0,-1.185,11.231995,0.811914667026776,2.3165734
1981-03-10,103.82674453185422,1521.4768255290637,0.5773769145038262,0.0,0.0,0.0,0.0,-2.17,11.3279915,0.7932568395976491,2.1866722
1981-03-11,103.82674453185422,1520.1674810860056,0.4599675378099092,0.0,0.0,0.0,0.0,-5.335,11.3279915,0.7760542035546034,2.078421
1981-03-12,103.96269908454703,1518.9197040185722,0.46180640482816865,0.0,0.0,0.0,0.0,-5.385,11.424003,0.7600077380501444,1.9701699
1981-03-13,104.67633877576,1517.634275522213,0.5314010786065054,0.0,0.29999986,1.5199186e-07,0.3,-3.54,11.520014,0.7438239623988596,1.872744
1981-03-14,106.15414149588476,1516.3647646402123,0.5412821680304281,0.0,3.0099766,2.3233593e-05,3.01,-3.27,11.520014,0.7281788684197673,1.7644929
1981-03-15,107.60416972670457,1515.189266442313,0.3842695292516572,0.0,0.08,0.0,0.08,-8.08,11.616006,0.7139859307923075,1.6562418
1981-03-16,107.28431365656917,1514.1048379623537,0.3727209960359095,0.0,0.0,0.0,0.0,-8.48,11.616006,0.7011380080479181,1.5696409
1981-03-17,118.16784216082985,1513.0679370424618,0.31998003561291577,0.0,21.88,0.0,21.88,-10.605,11.712008,0.6890694489759133,1.5155153
1981-03-18,138.66928409336558,1512.038801388767,0.3861996650430172,0.0,17.01,0.0,17.01,-8.205,11.807986,0.6772966853715566,1.4938651
1981-03-19,148.4204127564106,1510.9252785821723,0.49966979050587756,0.0,3.95,0.0,3.95,-4.68,11.807986,0.6647850249289103,1.4180894
1981-03-20,150.99341369383214,1510.4988516659846,0.6455222394161358,0.0,0.00029622912,2.5997036,2.6,-1.185,11.903995,0.6600550843004281,1.3531387
1981-03-21,150.99933032750394,1510.2175771478799,0.666467255482349,0.0,0.0,0.0,0.0,-0.725,11.903995,0.6569536135712066,1.288188
1981-03-22,150.99932887471158,1508.9245783800764,0.5606686132091608,0.0,0.0,0.0,0.0,-3.28,11.999994,0.6428827970004535,1.2448876
1981-03-23,150.99932887471158,1507.7230946604654,0.5480233948976184,0.0,0.0,0.0,0.0,-3.7,12.095989,0.6300781450638042,1.2124122
1981-03-24,150.99932887471158,1506.5456030566395,0.5672852421127682,0.0,0.0,0.0,0.0,-3.205,12.095989,0.6177766678796207,1.2015872
1981-03-25,150.9947719416366,1505.319418213295,0.539963596132696,0.0,0.0,0.0,0.0,-3.995,12.191992,0.6052216881123431,1.1799369
1981-03-26,150.98516749133356,1504.0285998192305,0.5757285794824769,0.0,0.0,0.0,0.0,-3.085,12.191992,0.592280504110996,1.1691118
1981-03-27,150.98528833831952,1502.795573660669,0.7206913757447403,0.0,0.0,0.0,0.0,0.015,12.287989,0.5801772121671125,1.1474617
1981-03-28,151.02698885766821,1501.7256836473093,0.6173142070241991,0.0,0.33743754,0.04256245,0.38,-2.3,12.383997,0.5698758453412525,1.1258113
1981-03-29,148.2216434358663,1504.6425155370964,0.9051246296914087,8.142024,0.0,3.18,3.18,3.22,12.383997,0.598400481300534,1.1474617
1981-03-30,140.15730566409366,1522.3085733646592,0.9055918564743495,7.3931503,0.0,20.18,20.18,2.94,12.480011,0.8043821662607611,1.2448876
1981-03-31,134.4562893111858,1547.0091179969122,0.8445635102495798,4.009846,0.0,19.06,19.06,1.675,12.480011,1.2164349402107157,1.5371655
1981-04-01,133.1976324290481,1555.9283573772504,0.7448340034971458,0.0,4.61936e-08,1.55,1.55,-0.345,12.576006,1.4123784174977465,1.6887171
1981-04-02,130.35666874498915,1561.3515750141098,0.9485315347666042,7.620487,0.0,8.17,8.17,3.025,12.671997,1.5466413236668632,1.9376945
1981-04-03,121.53110303414114,1571.1616812497139,1.0221744606639627,10.348527,0.0,0.0,0.0,4.045,12.671997,1.8227635165557123,2.175847
1981-04-04,106.79558026101924,1583.9006849891462,1.2953038572339288,19.321638,0.0,2.21,2.21,7.4,12.767997,2.2561630016774132,2.4464748
1981-04-05,84.14526104180294,1605.2917310999349,1.4829507608098518,24.376535,0.0,3.42,3.42,9.29,12.767997,3.227971593284496,3.0093803
